,US/TH one-model stockcap5 penalty0.02 assets50 IT segment cap 25% + daily exposure,US/TH one-model stockcap5 penalty0.02 assets50 all US segments cap 25% each + daily exposure,US/TH one-model stockcap5 penalty0.02 assets50 IT and TH segments cap 25% each + daily exposure,US/TH one-model stockcap5 penalty0.02 assets50 all US and TH segments cap 25% each + daily exposure
2022-05-03,25118.696157117844,25255.867011546903,25263.304216401233,25286.334450999762
2022-05-04,25274.563861510178,25412.585894919852,25420.069249464457,25443.242392348355
2022-05-05,24994.237391743653,25130.728588475482,25138.128943274845,25161.045067071347
2022-05-06,25113.590936866676,25250.733912164607,25258.169605452866,25281.19515929809
2022-05-07,25113.590936866676,25250.733912164607,25258.169605452866,25281.19515929809
2022-05-08,25113.590936866676,25250.733912164607,25258.169605452866,25281.19515929809
2022-05-09,24853.5197857764,24989.242536800575,24996.60122758778,25019.388333561965
2022-05-10,24924.490102481628,25060.60041577897,25067.980119630727,25090.832295186272
2022-05-11,24910.579384209173,25046.61373237285,25053.989317505195,25076.82873893118
2022-05-12,24878.219556803342,25014.07719097093,25021.443194926607,25044.252947041256
2022-05-13,25006.36971626339,25142.92716648665,25150.331113454264,25173.25836084883
2022-05-14,25006.36971626339,25142.92716648665,25150.331113454264,25173.25836084883
2022-05-15,25006.36971626339,25142.92716648665,25150.331113454264,25173.25836084883
2022-05-16,25033.32686259743,25170.031523279886,25177.443451785166,25200.39541500894
2022-05-17,25081.9087822354,25218.878744244998,25226.305057003596,25249.301562866032
2022-05-18,24631.09011757565,24765.598200949622,24772.891034217875,24795.474204151426
2022-05-19,24673.690495923875,24808.431215986486,24815.736662478717,24838.358890837164
2022-05-20,24637.779622048445,24772.324236181754,24779.619050094818,24802.208353342627
2022-05-21,24637.779622048445,24772.324236181754,24779.619050094818,24802.208353342627
2022-05-22,24637.779622048445,24772.324236181754,24779.619050094818,24802.208353342627
2022-05-23,24787.70221002004,24923.065537408274,24930.404740767033,24953.131501482818
2022-05-24,24789.396596774262,24924.76917705036,24932.108882087283,24954.837196312223
2022-05-25,24758.26404173445,24893.466610034262,24900.79709726832,24923.49686741431
2022-05-26,24935.760455584503,25071.932315227845,25079.315356033254,25102.177864882946
2022-05-27,25091.718735324685,25228.74226857216,25236.171485885614,25259.176986065253
2022-05-28,25091.718735324685,25228.74226857216,25236.171485885614,25259.176986065253
2022-05-29,25091.718735324685,25228.74226857216,25236.171485885614,25259.176986065253
2022-05-30,25040.387154454067,25177.13037073114,25184.54438966487,25207.50282616165
2022-05-31,24934.80405707544,25070.97069391582,25078.353451548424,25101.215083518127
2022-06-01,24932.70256266233,25068.85772563857,25076.239858854944,25099.099565343276
2022-06-02,24965.725575533015,25102.061076626513,25109.452984849857,25132.34297262987
2022-06-03,24880.40623772495,25016.27581786462,25023.642464546385,25046.454226736918
2022-06-04,24880.40623772495,25016.27581786462,25023.642464546385,25046.454226736918
2022-06-05,24880.40623772495,25016.27581786462,25023.642464546385,25046.454226736918
2022-06-06,24915.16641595277,25051.225818186835,25058.602756740413,25081.446389026303
2022-06-07,25038.754970659793,25175.489278475285,25182.902809406325,25205.859754661968
2022-06-08,25003.295224910482,25139.835890358532,25147.238922288234,25170.163356045483
2022-06-09,24880.025452833586,25015.89295354244,25023.25948748056,25046.070900545983
2022-06-10,24790.949011964574,24926.33007452987,24933.67023451488,24956.39997726646
2022-06-11,24790.949011964574,24926.33007452987,24933.67023451488,24956.39997726646
2022-06-12,24790.949011964574,24926.33007452987,24933.67023451488,24956.39997726646
2022-06-13,24605.305756952985,24739.673039000663,24746.95823331287,24769.517767839345
2022-06-14,24552.098779034783,24686.175502733804,24693.444943404233,24715.955694767137
2022-06-15,24629.677648275978,24764.17802295123,24771.470433347877,24794.052313401342
2022-06-16,24470.725845936115,24604.358199629714,24611.603547218943,24634.039691279188
2022-06-17,24429.34274112859,24562.749105542858,24569.98220032927,24592.380402020866
2022-06-18,24429.34274112859,24562.749105542858,24569.98220032927,24592.380402020866
2022-06-19,24429.34274112859,24562.749105542858,24569.98220032927,24592.380402020866
2022-06-20,24481.856862099088,24615.55000123478,24622.79864452033,24645.2449941251
2022-06-21,24744.15908433843,24879.284631468785,24886.610937786707,24909.297780888995
2022-06-22,24737.979318559803,24873.071118565058,24880.395595164024,24903.076772307882
2022-06-23,24799.828026228683,24935.257576263535,24942.600365167084,24965.338248700606
2022-06-24,24959.008835627872,25095.307657230594,25102.697576746476,25125.581406239835
2022-06-25,24959.008835627872,25095.307657230594,25102.697576746476,25125.581406239835
2022-06-26,24959.008835627872,25095.307657230594,25102.697576746476,25125.581406239835
2022-06-27,24981.605454026627,25118.027673656903,25125.424283630422,25148.32883098025
2022-06-28,24897.303300568045,25033.26515399345,25040.63680359562,25063.46405796805
2022-06-29,24862.682347591464,24998.455139218597,25005.816538171086,25028.61205009773
2022-06-30,24787.578194141366,24922.940848984617,24930.280010930303,24953.00666312565
2022-07-01,24946.611578312935,25074.87693008048,25090.228948556654,25105.12603242639
2022-07-02,24946.611578312935,25074.87693008048,25090.228948556654,25105.12603242639
2022-07-03,24946.611578312935,25074.87693008048,25090.228948556654,25105.12603242639
2022-07-04,25009.889260460364,25138.479960387293,25153.87091962872,25168.805790311108
2022-07-05,24944.857086001128,25064.131137038075,25088.464355651784,25094.36727621698
2022-07-06,25018.741750408357,25119.592882434983,25162.774373264605,25149.89592826683
2022-07-07,25138.338102537797,25242.38258647947,25283.059240286322,25272.833759705343
2022-07-08,25134.0193057989,25239.292340443106,25278.715580281798,25269.739785766684
2022-07-09,25134.0193057989,25239.292340443106,25278.715580281798,25269.739785766684
2022-07-10,25134.0193057989,25239.292340443106,25278.715580281798,25269.739785766684
2022-07-11,25064.693575813504,25162.327711311467,25208.990742826452,25192.68231040173
2022-07-12,25071.562549398706,25191.176036268913,25215.899261017523,25221.565435982233
2022-07-13,25034.60512331648,25164.962970165936,25178.729071437207,25195.32074751581
2022-07-14,24941.712215608317,25058.43991864165,25085.301380274486,25088.66919186192
2022-07-15,25136.515189002264,25239.44808561597,25281.22583225749,25269.895718392305
2022-07-16,25136.515189002264,25239.44808561597,25281.22583225749,25269.895718392305
2022-07-17,25136.515189002264,25239.44808561597,25281.22583225749,25269.895718392305
2022-07-18,25056.189935457176,25180.467652037547,25200.43814710552,25210.844133523366
2022-07-19,25173.288427910284,25287.348567855624,25318.210774300045,25317.853986000304
2022-07-20,25055.531593597352,25164.770289714394,25199.776015178806,25195.12783558193
2022-07-21,25082.173016903464,25165.72021372495,25226.570812867754,25196.07890660455
2022-07-22,25030.243465052,25128.468151971047,25174.34230315376,25158.7819053163
2022-07-23,25030.243465052,25128.468151971047,25174.34230315376,25158.7819053163
2022-07-24,25030.243465052,25128.468151971047,25174.34230315376,25158.7819053163
2022-07-25,25062.40766014108,25152.81116253266,25206.691667162486,25183.15428223543
2022-07-26,25073.826508487018,25157.923429549977,25218.176253693564,25188.272716494746
2022-07-27,25095.939209218403,25174.417982294966,25240.416257001416,25204.787167759
2022-07-28,25169.806481956795,25246.87583163527,25314.708782821755,25277.332427055386
2022-07-29,25192.70281552368,25273.44603024309,25337.736930330775,25303.934678641337
2022-07-30,25192.70281552368,25273.44603024309,25337.736930330775,25303.934678641337
2022-07-31,25192.70281552368,25273.44603024309,25337.736930330775,25303.934678641337
2022-08-01,25190.33458743799,25271.07021192977,25335.355068381872,25301.55599425708
2022-08-02,25076.24158186631,25156.61153554801,25220.60523062391,25186.959240529784
2022-08-03,25339.09756990444,25420.309983310995,25484.974477712723,25450.975801194643
2022-08-04,25449.97496723623,25531.542745351602,25596.490195009304,25562.342748995598
2022-08-05,25173.193121001805,25253.873806683918,25318.114918710733,25284.338844109538
2022-08-06,25173.193121001805,25253.873806683918,25318.114918710733,25284.338844109538
2022-08-07,25173.193121001805,25253.873806683918,25318.114918710733,25284.338844109538
2022-08-08,25167.77371076711,25248.437027109878,25312.66430899054,25278.895505870696
2022-08-09,24980.01473893112,25060.076283281047,25123.824410805497,25090.307532858962
2022-08-10,25132.394488199407,25212.944413288154,25277.081408625134,25243.360075496683
2022-08-11,25051.49989332516,25131.790549303667,25195.7211044522,25162.108311462387
2022-08-12,25197.461913118186,25278.220380859148,25342.523425998126,25308.71478880032
2022-08-13,25197.461913118186,25278.220380859148,25342.523425998126,25308.71478880032
2022-08-14,25197.461913118186,25278.220380859148,25342.523425998126,25308.71478880032
2022-08-15,25267.160212010884,25348.142064465832,25412.622977235897,25378.72082250411
2022-08-16,25324.46151704306,25405.62702155034,25470.254165254963,25436.275126627508
2022-08-17,24984.132669658513,25064.20741207485,25127.966048415085,25094.443645244362
2022-08-18,25007.306926135338,25087.45594259763,25151.2737188332,25117.72022165657
2022-08-19,24883.077421715807,24962.828279646907,25026.32902651429,24992.942213992592
2022-08-20,24883.077421715807,24962.828279646907,25026.32902651429,24992.942213992592
2022-08-21,24883.077421715807,24962.828279646907,25026.32902651429,24992.942213992592
2022-08-22,24666.491383663713,24745.548078165673,24808.496105007944,24775.399896310075
2022-08-23,24796.837571363503,24876.31202851278,24939.59269428592,24906.321593887238
2022-08-24,24815.57894619769,24895.1134699013,24958.441963010224,24925.145716414496
2022-08-25,24956.313939406158,25036.29952212707,25099.987166036663,25066.50208858397
2022-08-26,24486.407026595334,24564.88654642823,24627.375004263857,24594.520423342394
2022-08-27,24486.407026595334,24564.88654642823,24627.375004263857,24594.520423342394
2022-08-28,24486.407026595334,24564.88654642823,24627.375004263857,24594.520423342394
2022-08-29,24602.365691318584,24681.216861443747,24744.00124175274,24710.99107355669
2022-08-30,24483.254227914837,24561.7236429526,24624.20405495581,24591.3537042948
2022-08-31,24420.85349129631,24499.122910481612,24561.444077978478,24528.677453363864
2022-09-01,24465.345153464255,24543.757169490316,24606.191878159327,24573.365556958215
2022-09-02,24449.817081177556,24528.17932936076,24590.57441093016,24557.768924484713
2022-09-03,24449.817081177556,24528.17932936076,24590.57441093016,24557.768924484713
2022-09-04,24449.817081177556,24528.17932936076,24590.57441093016,24557.768924484713
2022-09-05,24438.445398871732,24516.77120054132,24579.13726197357,24546.347033456987
2022-09-06,24319.786336883826,24397.731833423368,24459.795081062486,24427.164063072378
2022-09-07,24591.407417241313,24670.223465836116,24732.97988101136,24699.984416054616
2022-09-08,24590.344745080816,24669.157387785945,24731.91109105885,24698.91705194006
2022-09-09,24690.808285547475,24769.942916301236,24832.952999030123,24799.82416318447
2022-09-10,24690.808285547475,24769.942916301236,24832.952999030123,24799.82416318447
2022-09-11,24690.808285547475,24769.942916301236,24832.952999030123,24799.82416318447
2022-09-12,24811.37650740316,24890.89756218998,24954.215330821484,24920.924722838445
2022-09-13,24099.92316339175,24177.163993204736,24238.66615768325,24206.330140605984
2022-09-14,24276.356047120604,24354.162348543316,24416.114763595695,24383.542018098073
2022-09-15,24237.010683634235,24314.690882226478,24376.542889281693,24344.02293533602
2022-09-16,24237.542472808993,24315.224375798254,24377.07773996092,24344.55707248833
2022-09-17,24237.542472808993,24315.224375798254,24377.07773996092,24344.55707248833
2022-09-18,24237.542472808993,24315.224375798254,24377.07773996092,24344.55707248833
2022-09-19,24291.14142451821,24368.995113428904,24430.985260249407,24398.392676505297
2022-09-20,24131.134819660347,24208.47568357774,24270.057499115905,24237.67960386985
2022-09-21,24013.945148662016,24090.91041688261,24152.19316846227,24119.972512190667
2022-09-22,23940.775433653973,24017.506191188946,24078.60221620451,24046.47973523156
2022-09-23,23654.028616970645,23729.840344103875,23790.20460123106,23758.46686214705
2022-09-24,23654.028616970645,23729.840344103875,23790.20460123106,23758.46686214705
2022-09-25,23654.028616970645,23729.840344103875,23790.20460123106,23758.46686214705
2022-09-26,23609.297464895062,23684.965827616656,23745.215932401792,23713.538211239316
2022-09-27,23724.504136806725,23800.541739665645,23861.085847864688,23829.25354841227
2022-09-28,24040.02564997559,24117.07450682631,24178.423814936898,24146.168165211995
2022-09-29,23756.63074875005,23832.77131816819,23893.397412361897,23861.52200710099
2022-09-30,23573.7802254054,23649.33475452544,23709.494220552515,23677.86415456532
2022-10-01,23573.7802254054,23649.33475452544,23709.494220552515,23677.86415456532
2022-10-02,23573.7802254054,23649.33475452544,23709.494220552515,23677.86415456532
2022-10-03,23695.943480024867,23771.88954535671,23832.360767693845,23800.56678944444
2022-10-04,23858.096156401345,23934.561925220947,23995.446955256244,23963.435409053855
2022-10-05,23747.54931574282,23823.66077922696,23884.263697644084,23852.400477405998
2022-10-06,23730.385385459802,23806.441837851362,23867.00095480199,23835.160764196466
2022-10-07,23562.203886944502,23637.7213137229,23697.851237237603,23666.236703787326
2022-10-08,23562.203886944502,23637.7213137229,23697.851237237603,23666.236703787326
2022-10-09,23562.203886944502,23637.7213137229,23697.851237237603,23666.236703787326
2022-10-10,23534.584440426537,23610.013346201424,23670.072785867855,23638.49531074519
2022-10-11,23623.107695812967,23698.820320404786,23759.105668668173,23727.409417631912
2022-10-12,23633.893773387168,23709.640967779582,23769.9538415731,23738.243118360086
2022-10-13,23691.399940845364,23767.33144428203,23827.791071408938,23796.003189471478
2022-10-14,23616.656605038832,23692.3485547402,23752.617439034948,23720.929843847603
2022-10-15,23616.656605038832,23692.3485547402,23752.617439034948,23720.929843847603
2022-10-16,23616.656605038832,23692.3485547402,23752.617439034948,23720.929843847603
2022-10-17,23824.131371770098,23900.4882830738,23961.286635731038,23929.320661749167
2022-10-18,23784.305535179457,23860.5348037519,23921.231522234357,23889.318984481135
2022-10-19,23763.593139786914,23839.756024744547,23900.399885807878,23868.515138876042
2022-10-20,23809.11552796447,23885.42431351014,23946.184345876707,23914.238519411494
2022-10-21,23965.884630536733,24042.695864859485,24103.855966459334,24071.69979541364
2022-10-22,23965.884630536733,24042.695864859485,24103.855966459334,24071.69979541364
2022-10-23,23965.884630536733,24042.695864859485,24103.855966459334,24071.69979541364
2022-10-24,23970.831963470322,24047.659053899904,24108.83178113456,24076.66897199236
2022-10-25,24092.841682101436,24170.059816372745,24231.543908382526,24199.217392953073
2022-10-26,24101.449903632092,24178.69562754224,24240.20168735047,24207.86362186862
2022-10-27,24030.47908545958,24107.497346152715,24168.822290953296,24136.579450399888
2022-10-28,24046.267712368262,24123.336575871563,24184.70181281455,24152.437787893927
2022-10-29,24046.267712368262,24123.336575871563,24184.70181281455,24152.437787893927
2022-10-30,24046.267712368262,24123.336575871563,24184.70181281455,24152.437787893927
2022-10-31,24030.785634315584,24107.80487739551,24169.13060460771,24136.887352730853
2022-11-01,24088.983128780354,24166.188896222866,24227.663141412144,24195.341803179675
2022-11-02,23942.981606712143,24019.719436331226,24080.821090176865,24060.967559113822
2022-11-03,23956.744330812962,24033.526270107872,24094.66304612994,24070.66941375139
2022-11-04,24052.02513157207,24129.112448430114,24190.492377417802,24173.445108398042
2022-11-05,24052.02513157207,24129.112448430114,24190.492377417802,24173.445108398042
2022-11-06,24052.02513157207,24129.112448430114,24190.492377417802,24173.445108398042
2022-11-07,23967.52814487367,24044.34464642025,24105.508942490353,24078.580349828884
2022-11-08,24057.206555829147,24134.31047928031,24195.703631077704,24178.742903900915
2022-11-09,23811.16951344678,23887.484882504046,23948.250156131,23936.43456329096
2022-11-10,24051.466170254793,24128.551696511764,24189.930198166327,24192.639971189798
2022-11-11,23946.662620438365,24023.412248803124,24084.523295458886,24087.22126072685
2022-11-12,23946.662620438365,24023.412248803124,24084.523295458886,24087.22126072685
2022-11-13,23946.662620438365,24023.412248803124,24084.523295458886,24087.22126072685
2022-11-14,23872.9651028038,23949.478528581432,24010.40150202065,24006.945781276903
2022-11-15,23906.971088647137,23983.593505081375,24044.603259952877,24055.830362335444
2022-11-16,23770.94871331951,23847.135174105388,23907.79780529692,23903.97932409632
2022-11-17,23839.35272557553,23915.758421669972,23976.59561870399,23946.10334078853
2022-11-18,23866.644147655214,23943.13731373361,24004.04415720235,23980.736254813888
2022-11-19,23866.644147655214,23943.13731373361,24004.04415720235,23980.736254813888
2022-11-20,23866.644147655214,23943.13731373361,24004.04415720235,23980.736254813888
2022-11-21,23840.44787746912,23916.857084102252,23977.697075375065,23959.51429557827
2022-11-22,23972.818498942863,24049.651956308677,24110.829753070106,24086.271077475027
2022-11-23,23957.634519939762,24034.419312516387,24095.55836006581,24076.0938583515
2022-11-24,23897.898152667232,23974.491488344593,24035.478091179684,24006.868450194248
2022-11-25,23830.414576334013,23906.791625173006,23967.606012634962,23931.0130965024
2022-11-26,23830.414576334013,23906.791625173006,23967.606012634962,23931.0130965024
2022-11-27,23830.414576334013,23906.791625173006,23967.606012634962,23931.0130965024
2022-11-28,23757.674294745706,23833.81820933415,23894.446966040447,23860.025989053396
2022-11-29,23781.302060520513,23857.521703166098,23918.210756604618,23894.985940247054
2022-11-30,23925.448863031175,24002.130500261206,24063.187410682123,24053.913767010017
2022-12-01,23820.43306043119,23896.778119496084,23957.567033254167,23948.3340943203
2022-12-02,23620.446539247787,23696.150636717517,23756.42919185373,23747.27376886313
2022-12-03,23620.446539247787,23696.150636717517,23756.42919185373,23747.27376886313
2022-12-04,23620.446539247787,23696.150636717517,23756.42919185373,23747.27376886313
2022-12-05,23187.28125377973,23261.59704612419,23320.770178570794,23311.78265297395
2022-12-06,23160.237975870714,23234.467093861098,23293.571212806382,23284.594169341948
2022-12-07,23213.781642999675,23288.18236972694,23347.42313024189,23338.425332939452
2022-12-08,23276.9638996267,23351.56712700128,23410.969126429867,23401.946839315864
2022-12-09,23177.913881297663,23252.19965098873,23311.348878227713,23302.364983479136
2022-12-10,23177.913881297663,23252.19965098873,23311.348878227713,23302.364983479136
2022-12-11,23177.913881297663,23252.19965098873,23311.348878227713,23302.364983479136
2022-12-12,23216.89505319664,23291.305758478233,23350.554464307334,23341.55546022893
2022-12-13,23523.008286763757,23598.400092298147,23658.42998841494,23649.312333059916
2022-12-14,23311.478778179764,23386.192626567623,23445.68270676159,23436.647041479144
2022-12-15,22998.467503381216,23072.178143128753,23130.869429474566,23121.9550891898
2022-12-16,23156.131995908454,23230.34795413462,23289.44159476235,23280.466142799727
2022-12-17,23156.131995908454,23230.34795413462,23289.44159476235,23280.466142799727
2022-12-18,23156.131995908454,23230.34795413462,23289.44159476235,23280.466142799727
2022-12-19,23008.777926570543,23082.5216114716,23141.239209657524,23132.320872992528
2022-12-20,23153.484328913175,23227.69180130315,23286.778685177112,23277.804259465684
2022-12-21,23249.204275547036,23323.718532660903,23383.049690497734,23374.038163176112
2022-12-22,23025.269233563205,23099.065773498565,23157.82545692433,23148.900728132463
2022-12-23,23115.028619261917,23189.112840180467,23248.10158642563,23239.142066371794
2022-12-24,23115.028619261917,23189.112840180467,23248.10158642563,23239.142066371794
2022-12-25,23115.028619261917,23189.112840180467,23248.10158642563,23239.142066371794
2022-12-26,23041.694760872262,23115.543945016456,23174.345545814605,23165.414450392454
2022-12-27,22984.998636829445,23058.666108536763,23117.323022805238,23108.413903131797
2022-12-28,22875.28221157657,22948.598039510453,23006.974961291147,22998.10836834473
2022-12-29,23058.672373049387,23132.575970847658,23191.420897919506,23182.483221875747
2022-12-30,23045.46865603059,23119.329935599246,23178.141167246118,23169.208609040168
2022-12-31,23045.46865603059,23119.329935599246,23178.141167246118,23169.208609040168
2023-01-01,23045.46865603059,23119.329935599246,23178.141167246118,23169.208609040168
2023-01-02,22999.817225281313,23073.532190919905,23132.22692170889,23123.312058264044
2023-01-03,23197.82806281021,23272.177653364684,23331.377705465613,23322.386086544364
2023-01-04,23253.861597066545,23328.390755842593,23387.733824166335,23378.720475657592
2023-01-05,23004.301758522983,23078.031067461503,23136.737272359427,23127.820652090028
2023-01-06,23464.244758970326,23539.448198106813,23599.32815963416,23590.23324410241
2023-01-07,23464.244758970326,23539.448198106813,23599.32815963416,23590.23324410241
2023-01-08,23464.244758970326,23539.448198106813,23599.32815963416,23590.23324410241
2023-01-09,23440.160592401167,23515.28686048253,23575.10534078125,23566.01977561217
2023-01-10,23391.659157364436,23466.629976329503,23526.324683513027,23517.257919776588
2023-01-11,23349.445960855544,23424.2814755243,23483.868466093136,23474.818064103165
2023-01-12,23500.440500093122,23575.75995763334,23635.732279243057,23626.623351527793
2023-01-13,23497.38089722875,23572.69055870842,23632.65506227843,23623.54732424447
2023-01-14,23497.38089722875,23572.69055870842,23632.65506227843,23623.54732424447
2023-01-15,23497.38089722875,23572.69055870842,23632.65506227843,23623.54732424447
2023-01-16,23339.680021972305,23414.484246312604,23474.046304806463,23464.99969212824
2023-01-17,23270.645392416605,23345.22836753546,23404.614243642813,23395.594398478755
2023-01-18,23122.29800025744,23196.405518879194,23255.412817168104,23246.45047217103
2023-01-19,23164.9870371163,23239.23136992674,23298.347614345665,23289.36872065904
2023-01-20,23133.964122503057,23208.109023656834,23267.146101152004,23258.17923768552
2023-01-21,23133.964122503057,23208.109023656834,23267.146101152004,23258.17923768552
2023-01-22,23133.964122503057,23208.109023656834,23267.146101152004,23258.17923768552
2023-01-23,23193.226288150825,23267.56113210094,23326.749438439798,23317.75960827064
2023-01-24,23233.806775549503,23308.271682164526,23367.563547260972,23358.55797891702
2023-01-25,23223.392476245972,23297.824008788415,23357.089292950157,23348.087755729965
2023-01-26,23092.28985723522,23166.301223244576,23225.231917594432,23216.28120137845
2023-01-27,23145.273508457114,23219.454681113042,23278.52059511741,23269.549341225105
2023-01-28,23145.273508457114,23219.454681113042,23278.52059511741,23269.549341225105
2023-01-29,23145.273508457114,23219.454681113042,23278.52059511741,23269.549341225105
2023-01-30,22969.57733045005,23043.195391842073,23101.81293613354,23092.909777915844
2023-01-31,23088.807053791596,23162.80723500372,23221.72906368944,23212.779684544927
2023-02-01,23623.482623606924,23699.196452863474,23775.2974398469,23766.134721961665
2023-02-02,24163.25082131001,24240.694620605704,24257.64295049981,24248.294341125402
2023-02-03,24072.914083998465,24150.068351881142,24144.832957329203,24135.52782455305
2023-02-04,24060.85422083269,24137.969836564236,24132.737064799956,24123.43659363758
2023-02-05,24022.06067242202,24099.051953899067,24093.827618983407,24084.54214306081
2023-02-06,24087.462148817613,24164.66304359749,24149.977906654964,24140.670791614335
2023-02-07,24511.364269447433,24589.92378070627,24585.053903317505,24575.5791153623
2023-02-08,23990.351687046412,24067.241340463668,24101.276833131484,24091.988487250423
2023-02-09,23695.141841949837,23771.085340722475,23816.4633268839,23807.284745117362
2023-02-10,23488.88381224866,23564.16624908168,23629.55886954037,23620.45231797824
2023-02-11,23512.71764051773,23588.076465342856,23653.53543874103,23644.419646893675
2023-02-12,23503.829836743596,23579.160175944136,23644.594405860087,23635.482059780697
2023-02-13,23674.097625741026,23749.97367729522,23842.97719752167,23833.788397606048
2023-02-14,24049.251044821285,24126.329472095,24234.124035615918,24224.784491700415
2023-02-15,24332.420459214252,24410.406451262967,24524.229892570453,24514.77854563683
2023-02-16,24327.15668395061,24405.125805473166,24446.442061896756,24437.020695751227
2023-02-17,24233.69457941335,24311.364152645856,24370.898178154817,24361.505925542882
2023-02-18,24241.159911639,24318.85341144061,24378.40577675648,24369.01063080585
2023-02-19,24210.305705498205,24287.900316828003,24347.37688375129,24337.993695964833
2023-02-20,24345.01716762195,24423.04353242369,24456.3351008524,24446.909921712973
2023-02-21,23954.990060126907,24031.766378680484,24043.765765431795,24034.499585673486
2023-02-22,23941.729791558373,24018.46361063267,24046.421694026056,24037.15449179771
2023-02-23,24147.51464385575,24224.90800832471,24231.62537678748,24222.286798809186
2023-02-24,23745.97044829677,23822.07685397367,23850.759816467507,23841.56801939817
2023-02-25,23743.64152231219,23819.740463725368,23848.420613089424,23839.229717521037
2023-02-26,23783.171396416597,23859.397032025805,23888.12492986571,23878.918732729348
2023-02-27,23998.003555876312,24074.91773371696,24103.905129175026,24094.61577293518
2023-02-28,24030.549983439905,24107.568473362684,24136.595181931287,24127.293227336777
2023-03-01,24179.603758754136,24257.09996960714,24286.306721516412,24276.94706988829
2023-03-02,23898.153033838673,23974.74718835774,24003.613973509106,23994.36326827903
2023-03-03,24253.985178447263,24331.719783537064,24361.01638140466,24351.627937568737
2023-03-04,24253.985178447263,24331.719783537064,24361.01638140466,24351.627937568737
2023-03-05,24253.985178447263,24331.719783537064,24361.01638140466,24351.627937568737
2023-03-06,23953.646506250043,24030.418518681166,24059.352334876443,24050.080148749716
2023-03-07,23545.187753071958,23620.650645387763,23649.091080732454,23639.977004377597
2023-03-08,24023.481142818193,24100.476976936985,24129.495146992038,24120.195928665926
2023-03-09,23514.290119830257,23589.65398448935,23618.05709831638,23608.954982086518
2023-03-10,23389.884156634344,23464.849297193094,23493.102139984287,23484.048179898236
2023-03-11,23389.884156634344,23464.849297193094,23493.102139984287,23484.048179898236
2023-03-12,23389.884156634344,23464.849297193094,23493.102139984287,23484.048179898236
2023-03-13,23270.352412185915,23344.934450632496,23373.04290999871,23364.035219301426
2023-03-14,23577.561253901626,23653.12790406522,23681.60744364076,23672.480835869228
2023-03-15,23490.63481977042,23565.92286862461,23594.297409010695,23585.204449480418
2023-03-16,23795.639995709775,23871.905593479223,23900.64855224774,23891.437528657356
2023-03-17,23806.2055984981,23882.50505927828,23911.260780329525,23902.045666913586
2023-03-18,23766.443058274115,23842.615079157757,23871.32277069375,23862.12304890821
2023-03-19,23860.99427216714,23937.469331962475,23966.291232725154,23957.0549112322
2023-03-20,23698.498898315494,23774.453156534415,23803.07877773363,23793.905356365325
2023-03-21,23941.885804949594,24018.620124050554,24047.539734393304,24038.272100701273
2023-03-22,23890.557260233294,23967.1270701155,23995.98468026642,23986.736915274552
2023-03-23,24242.479305842407,24320.177034334134,24349.45973415898,24340.075744116446
2023-03-24,23891.100748031255,23967.672299804908,23996.530566439425,23987.282591069565
2023-03-25,23891.224306051634,23967.79625383171,23996.654669713025,23987.406646515254
2023-03-26,23934.63850307434,24011.349594398704,24040.260450663016,24030.99562231972
2023-03-27,23980.90043384281,24057.759795766524,24086.72653221598,24077.443796401578
2023-03-28,24095.508963377633,24172.735648391452,24201.840821472146,24192.513721989882
2023-03-29,24455.161446000355,24533.540825860015,24563.08042627617,24553.614109378348
2023-03-30,24557.867074739454,24636.575628606264,24666.239288037126,24656.73321494996
2023-03-31,24745.92693820497,24825.23822845148,24855.12904701328,24845.55017807616
2023-04-01,24740.066045408683,24819.358551352998,24849.242290491846,24839.665690240156
2023-04-02,24721.629092615487,24800.862507683232,24830.7239766678,24821.15451315238
2023-04-03,24797.835928909135,24877.31358871773,24907.267108597076,24897.6681462757
2023-04-04,24816.17575782838,24895.712197229193,24925.687869946054,24916.081808483963
2023-04-05,24557.750362915845,24636.458542718454,24666.122061172096,24656.616033262762
2023-04-06,24576.18401725436,24654.95127736191,24684.637061985606,24675.123898616792
2023-04-07,24696.103038977995,24775.254642430686,24805.08527827492,24795.52569560668
2023-04-08,24698.042898799555,24777.200719549568,24807.033698567215,24797.473365001137
2023-04-09,24732.088753824813,24811.35569235798,24841.229795657528,24831.656283325345
2023-04-10,24801.117654652084,24880.60583247051,24910.563316374686,24900.96308373433
2023-04-11,24926.263182386087,25006.15245462696,25036.26110289336,25026.612427832108
2023-04-12,24758.57976152959,24837.93160437878,24867.837706394996,24858.253939692815
2023-04-13,24988.5442190872,25068.633103546726,25098.81698161448,25089.14419826707
2023-04-14,24793.38325393437,24872.846642812718,24902.79478426756,24893.1975455264
2023-04-15,24779.7849725578,24859.204778617695,24889.136494591192,24879.544519591225
2023-04-16,24779.528284323864,24858.9472676918,24888.878673609364,24879.28679797052
2023-04-17,24954.680292970792,25034.66064273368,25064.80361627303,25055.143941269096
2023-04-18,25165.77310483831,25246.430012133795,25276.8279665011,25267.08657985292
2023-04-19,24814.021932335712,24893.551468674083,24923.52453976656,24913.919312026
2023-04-20,24724.981287391063,24804.225446323588,24834.09096445313,24824.520203340966
2023-04-21,24531.26502601029,24609.888319671925,24639.519846258707,24630.02407052427
